Name,Link,Phone No,Contact Address
TURSAB (Association of Turkish Travel Agencies),http://www.tursab.org.tr/en/tursab,+90 (0212) 259 84 04  (p) +90 (0212) 259 06 56 / 236 39 7  (f),FULYA ASIK KEREM SK.NO:40 BESIKTAS/ISTANBUL ISTANBUL Turkey
Turtle Down Under,http://www.turtledownunder.com,+61 487480000  (p),Level 6/60 Albert Road Melbourne Victoria 3206 Australia
U BY EMAAR,http://www.ubyemaar.com,+971 43673455  (p),"Emaar Square, Building 3, Level 2 PO Box 9440 Downtown Dubai Dubai United Arab Emirates"
UK Visas and Immigration ,,"",British Embassy Abu Dhabi United Arab Emirates
Umbrella Travel,http://www.umbrellatravelgroup.com,+90 2122345055  (p) +90 2122340844  (f),"Ergenekon Mah. Halaskargazi Cad. No:3/5 Harbiye, Sisli Istanbul Turkey"
UNICORN SYSTEMS,http://www.unicornsys.com/,+971 43434747  (p) +971 43434664  (f),"Al Wasl Bldg, Showroom 6 DUBAI SHEIKH ZAYED ROAD 283277 United Arab Emirates"
UNICORN SYSTEMS DUBAI,http://www.unicornsys.com,+971 43434747  (p) +971 43434664  (f),"Sheikh Zayed Road, Al Wasl Bldg Office #6 DUBAI 283277 United Arab Emirates"
United Arab Health,http://www.unitedarabhealth.com,+49 8954455344  (p),Dachauer Strasse 17 Munich 80335 Germany
United Kingdom,http://www.pavilionexpo.com,+44 1303884076  (p),1st Floor 130 Sandgate Road Folkestone Kent CT20 2BW United Kingdom
"United Travel Agency ""UTA""",http://uta.com.jo/,+962 65660490  (p) +962 65660269  (f),Shmeisani- Abdelhameed Sharaf St. 35241 Amman 11180 Jordan Jordan Amman Middle East 35241Amman Jordan
Universal Orlando Resort,https://www.universalorlando.com/,+1 4073638000  (p),6000 Universal Boulevard Orlando Florida 32819 United States
Universal Studios Hollywood,http://www.arabiantravelmarket.com/en/Exhibitors/1682290/Universal-Studios-Hollywood?exId=1682290,"",100 Universal City Plaza Universal City United States
University Hospital of Zürich,http://www.en.usz.ch/Pages/default.aspx,+41 44 255 11 11  (p),University Hospital Zurich Rämistrasse 100 Zürich 8091 Switzerland
US Travel,http://gokoreatour.com,+82 27201515  (p),"#1115 Gwanghwamun Office, 92 Saemunan-ro, Jongno-gu Seoul 03186 South Korea"
USA - Brand USA - VisitTheUSA.com,http://www.thebrandusa.com,+1 202 536 2060  (p),1725 Eye Street NW Eighth Floor Washington DC 20006 United States
USA Travel Pro,http://www.usatravelpro.com/,+1 6465032238  (p) +1 6465033900  (f),1350 AVENUE OF THE AMERICAS 2nd FLOOR New York New York 10019 United States
Uttar Pradesh Tourism,http://www.uptourism.gov.in/,+91 5222307037  (p),"Rajarshi Purshottam Das Tandon Paryatan Bhavan, C-13, Vipin Khand, Gomti Nagar, Lucknow Uttar Pradesh. India"
Vacations & travel Arabia,http://www.vacationsandtravelarabia.com/,+971 44214948  (p),PO Box 500421 Dubai Media City Dubai United Arab Emirates
Vaidya Heathcare Ayurveda Hospital,http://vaidyahealthcare.com/,+91 9995922289  (p),"MC Road,Vattakatupady Ernakulam Perumbavoor Kerala 683542 India"
Vail Resorts Management Company,http://www.vailresorts.com/,+1 3034046475  (p) +1 3034046415  (f),390 Interlocken Crescent Broomfield Colorado 80021 United States
Valley of Tourism (VOT),http://votbookings.com/,+90 212 343 00 49  (p) +90 2123431088  (f),Halaskargazi cd. Caferbey Apt. No: 158 K:2 D:87-88 Sisli / IST Halaskargazi cd. Caferbey Apt. No: 158 K:2 D:87-88 Sisli / IST Istanbul Turkey
Vanilla ,http://www.vanillatours.com,+90 2127054800  (p),Gulbahar Mh. Harmanyolu Ust Sk. Meric Plaza No:4/5; Istanbul Mecidiyekoy 34394 Turkey
VASA MUSEUM,http://www.vasamuseet.se,"",P.O. Box 27131 | SE-102 52 Stockholm Stockholm Sweden
Vasundhara Sarovar Premiere,http://www.vasundhararesorts.in  ,"","VP II /326 B, Vayalar, Cherthala Alleppey Kerala 688 536 India"
Velaa Private Island Maldives,http://www.velaaisland.com,+960 3010011  (p) +960 3010022  (f),M. Uniya 4th Floor Fareedhee Magu Male Maldives
Verdura Resort,http://www.verduraresort.com,+39 0925998300  (p) +39 0925998183  (f),SS 115 Km 131 Sciacca Sicilia 92019 Italy
"Verdura Resort, Sicily",https://www.roccofortehotels.com/hotels-and-resorts/verdura-resort/,+39 0925 998001  (p),"S.S. 115 Km 131, Sicily, 92019 Sicily Italy"
VERMILLION INTERNATIONAL PRIVATE LIMITED,http://www.vermillionmaldives.com/,"","Aimi Rani Building, 2nd Floor Male' Maldives"
VIALAND,http://www.vialand.com,+90 212 600 01 77  (p) +90 530 165 38 25  (f),Yeşilpınar Mahallesi Şehit Metin Kaya Sok. No:11 34065 Eyüp / İstanbul İstanbul 34335 Turkey
Viceroy Hotel Group,http://www.viceroyhotelsandresorts.com/,+971 566850148  (p),P.O.Box 129159 Abu Dhabi United Arab Emirates
Viceroy Palm Jumeirah Dubai,http://www.viceroyhotelsandresorts.com/dubai,"","Palm Jumeirah, Dubai, UAE Dubai United Arab Emirates"
Victoria Jungfra Collection,http://www.vjc.ch,+41 793086421  (p),Höheweg 41 Interlaken 3800 Switzerland
Victory Tour,http://www.victorytour.az,+994 124379090  (p) +994 124368193  (f),"40 J. Jabbarli Str., Caspian Plaza Baku Baku AZ1065 Azerbaijan"
VIDA HOTELS AND RESORTS,http://www.vida-hotels.com/,+971 43627315  (p) +971 3673099  (f),"Building 3, Level 2, PO Box 9440 Emaar Square Downtown Dubai Dubai United Arab Emirates"
Vienna Tourist Board,https://b2b.wien.info/en,+43 21114-353  (p) +43 1 211 14-700  (f),Invalidenstr. 6 Vienna 1030 Austria
Vienna/Prague Marriott Hotels,http://www.ViennaMarriott.com ,+43 1515180  (p) +43 151518-6736  (f),Parkring 12a Vienna 1010 Austria
Viking Line,http://www.sales.vikingline.com,"","P.O Box 4154, SE-131 04 NACKA, Sweden Stockholm Sweden"
Villa Cora,http://www.villacora.it,+39 055 228790  (p),"Viale Machiavelli 18, Firenze Florence, 50125 Italy"
Villa Hotels & Resorts - Royal Island,http://www.villahotels.com,+960 3316161  (p) +960 3314565  (f),Villa Building Ibrahim Hassn Didi Magu Male' Maldives
"Villa Kennedy, Frankfurt",https://www.roccofortehotels.com/hotels-and-resorts/villa-kennedy/,+49 69 7171 20  (p),"Kennedyallee 70, 60596 Frankfurt Frankfurt Germany"
VILLA PADIERNA HOTELS & RESORTS,http://villapadiernapalacehotel.com/,+34 952889175  (p),Urb Villa Padierna Golf Resort Ctr. de Cádiz Km 166 Marbella Malaga 29679 Spain
Villa Rotana,http://www.rotana.com/rotanahotelandresorts/unitedarabemirates/dubai/villarotana,+971 43216111  (p) +971 43215333  (f),Sheikh Zayed Road P.O. Box 118737 Dubai 118737 United Arab Emirates
VIMED CELL - INVEST IN YOUR HEALTH FOR YOUR FUTURE,http://www.vimedcell.com ,+41 788484701  (p),"Voltastrasse 104, 4056 Basel / Switzerland Villa Umbach 1, 79400 Kandern / Germany Basel 3 boarder area Switzerland, Germany and France 4056 Switzerland"
Vis-À-vis Tour Armenia,http://www.visavistour.com/ ,+374 91415536  (p) +374 10 522926  (f),8/2 Isahakyan Str. Yerevan 25 Armenia
Vision Voyages DMC (Pty) Ltd,http://www.visionvoyages.com/index.html,+248 432 3767  (p) +248 432 3767  (f),Sound & Vision House Francis Rachel Street Victoria Mahe P.O Box 70 Seychelles
Visit Bahrain,http://www.VisitBahrain.bh,+973 17221166  (p),Manama Business Bay Building 14th Floor Manama Bahrain
Visit California,http://www.visitcalifornia.com,"",555 Capitol Mall Suite 1100 Sacramento California 95814 United States
Visit Denver,http://www.VisitDenver.com,+1 (303) 892-1112  (p),"Denver, CO 80202 Denver, CO 80202 United States"
VISIT FLORIDA,http://www.visitflorida.com/en-us.html,"",2540 W. Executive Center Circle Suite 200 Tallahassee Florida 32301 United States
Visit Orlando,http://www.visitorlando.com/trade,+1 4073545582  (p),6277 Sea Harbor Drive Suite 400 Orlando Florida 32821 United States
Visit Portugal,http://www.visitportugal.com,+351 211140291  (p),Rua Ivone Silva - Lote 6 1050-124 Lisboa Portugal
Visit Sweden,http://www.visitsweden.com,+46 87891000  (p),"Box 3030, S-103 61 Stockholm Visiting adress: Sveavägen 21, Stockholm Stockholm 103 61 Sweden"
visitBerlin ,http://www.visitberlin.de/de,+49 30 25 00 23 33  (p),"Am Karlsbad 11, 10785 Berlin Berlin Germany"
VISTA DMC PORTUGAL & SPAIN,http://www.vistadmc.pt,+351 211550825  (p),Av. 5 Outubro 204 - 5C Lisboa 1050-065 Portugal
Vivienda Hotel and Villas,http://www.vivienda.com.sa/,+966 114002200  (p) +966 114003300  (f),Prince Turki Street Vivienda Hotel Villas P.O. Box: 301444 Riyadh 11372 Saudi Arabia
Vizit Europe,http://www.viziteurope.eu,"",yury@viziteurope.eu Prague Czech Republic
Vorderegger Travel,https://www.vorderegger.at/incoming/,+43 6542 5499 16  (p) +43 6542 549942  (f),Gletschermoosstraße 14 5700 Zell am See Zell am See Österreich 5700 Austria
Voyage Tours ,,"",Ras Al Khaimah Ras Al Khaimah United Arab Emirates
Voyage Tours,http://www.voyagetours.ne,+971 +971 (4) 3888222  (p) +971 +971 (4) 3888830  (f),Dubai Dubai United Arab Emirates
Voyager,,+995 322400808  (p) +995 322400909  (f),"Tbilisi, Taktakishvili st. 10 Tbilisi 0179 Georgia"
VVIP GmbH,http://www.vvip-muc.com,+49 49950025990  (p) +49 499500259999  (f),Schramelweg 10 Munich-Unterföhring Bavaria 85774 Germany
Vythiri Village,http://www.vythirivillage.com,+91 4936256716  (p) +91 4936256720  (f),"Off NH 212 Near Vythiri Town Vythiri PO, Wayanad Kerala 673576 India"
W Istanbul,http://www.wistanbul.com,+90 2123812121  (p) +90 212312199  (f),Suleyman Seba Caddesi No 22 Akaretler 34357 Besiktas Istanbul Turkey
W Los Angeles West Beverly Hills,http://www.wlosangeles.com ,+1 310.443.7856  (p) +1 310.824.5062  (f),"930 Hilgard Avenue, Los Angeles, CA, 90024, United States of America, Los Angeles United States"
W Verbier,http://www.wverbier.com/,"",Verbier Verbier Switzerland
WA International,http://www.wa-international.com,+971 42663050  (p) +971 42629617  (f),First Floor NGI Building Al Itihad Road Deira P.O. Box 42 Dubai United Arab Emirates
Wadi Tours,http://www.waditours-egypt.com ,+20 2 33452061  (p) +20 2 25790778  (f),50 (A) El Gomhoria St downtown Cairo Giza Egypt
Waldhaus Flims Mountain Resort & SPA,http://www.waldhaus-flims.ch,+41 819284848  (p),Via dil Parc 3 Flims 7018 Switzerland
Waldorf Astoria Berlin,http://www.waldorfastoria.com/berlin,+49 308140000  (p) +49 308140001  (f),Hardenbergstrasse 28 Berlin 10623 Germany
Waldorf Astoria Dubai Palm Jumeirah,http://waldorfastoria3.hilton.com/en/hotels/uae/waldorf-astoria-dubai-palm-jumeirah-DXBPDWA/index.html,"","Crescent Rd, The Palm Jumeirah, Dubai, U.A.E Dubai United Arab Emirates"
Waldorf Astoria New York,http://waldorfastoria3.hilton.com/en/hotels/new-york/waldorf-astoria-new-york-NYCWAWA/index.html,"","301 Park Avenue, New York New York United States"
Waldorf Astoria Orlando,http://www.waldorfastoriaorlando.com/,+1 321-217-1775  (p),"14200 Bonnet Creek Resort Lane, Orlando, FL 32821| Orlando United States"
Waldorf Astoria Ras Al Khaimah,http://www.hilton.com/error.jhtml,+971 97172035850  (p),Waldorf Astoria Ras Al Khaimah PO Box 14779 Vienna Street Ras Al Khaimah Ras al-Khaimah 14779 United Arab Emirates
Walt Disney World Swan and Dolphin Resort / The Westin New York at Times Square,,"",New York New York United States
Wandering Eagle,,"",Dubai United Arab Emirates
Warwick Doha Hotel,http://warwickhotels.com/doha-hotel/,+974 4456 3333  (p) +974 44563444  (f),Sports Roundabout Al Sadd Area Doha Qatar
Warwick International Hotels,http://www.warwickhotels.com,+971 568804891  (p),Jumeirah Lakes Towers - Cluster Y JBC03 - Office 1901 PO Box 7143 Dubai United Arab Emirates
Warwick Palm Beach Hotel,http://www.warickpalmbeach.com,+961 1372000  (p) +961 1368109  (f),"Ain El Mraisseh, Beirut- Lebanon P.O.box 11-8488 Beirut Lebanon"
WASEL TOURS,http://www.waseltours.com,+971 65444466  (p) +971 65444464  (f),506 Omran Tower King Abdulaziz Street Sharjah United Arab Emirates
WASHINGTON DC | DESTINATION DC,http://www.washington.org,+1 2027897001  (p),"901 7th St. NW, Suite 400 Washington, DC 20001 United States"
Web Booking Expert,http://www.wbe.travel,+40 312257131  (p),18-18A Vulturilor Street Bucharest 3 Romania
Wellington Hotel,http://www.wellingtonhotel.com,+1 16462770040  (p) +1 12125811350  (f),"871 Seventh Avenue At 55Th Street New York, Ny New York 10019 United States"
Wellnesshotel Golf Panorama,http://www.golfpanorama.ch/,+41 522080808  (p),Golfpanorama 6 8564 Lipperswil Switzerland
Wengen Classic Hotels - Hotel Silberhorn,http://www.wengenhotels.ch,+41 33 856 69 69  (p) +41 33 856 69 70  (f),Bahnhofplatz Wengen Interlaken 3823 Switzerland
WEST JAVA TOURISM PROMOTION BOARD,http://www.westjavatourismboard.info,+62 22 4232286 ext. 8349  (p) +62 22 4231583  (f),Grand Royal Panghegar Hotel - Room : 344 Jalan Merdeka No. 2-4 Bandung West Java 40111 Indonesia
Western Hotels,http://www.western-hotels.com,+971 25664999  (p) +971 25664998  (f),info@western-hotels.com Toll Free 800 WESTERN (9 378 376) Abu Dhabi United Arab Emirates
Westfield,http://uk.westfield.com,"","6th Floor, MidCity Place London United Kingdom"
WHITE SANDS TOURS & TRAVEL,http://www.whitesandstours.ae,+971 42826800  (p) +971 42826500  (f),"Dubai Saleh Bin Lahej Building, Chilis Restaurant Bldg, flat # 214 Garhood , Dubai D 22072DubaI United Arab Emirates"
White Shark Projects,http://www.whitesharkprojects.co.za,+27 762455880  (p) +27 762455880  (f),"16 Geelbek Street, Kleinbaai Gaansbaai Western Cape 7220 South Africa"
Wiesbaden Marketing GmbH,https://www.wiesbaden.de/vv/produkte/gesellschaften/wiesbaden-marketing/141010100000037854.php,"",Wilhelmsstr 46. 65183 Wiesbaden Wiesbaden Germany
WILDTREK SAFARIS,http://www.wildtreksafaris.com,+254 722267777  (p),P.O Box 17634 - 00500 Nairobi Nairobi. 00500 Kenya
Wimbledon Lawn Tennis Museum & Tour,http://www.wimbledon.com/museum,+44 20 8946 6131  (p) +44 20 8947 8752  (f),AELTC (Championships) Ltd Church Road Wimbledon London SW19 5AE United Kingdom
"Win Travel - DMC, Varna, Bulgaria",http://www.wintravelbg.com,+359 892605252  (p) +359 52357189  (f),Varna Varna Bulgaria
World Avenues Qatar,http://worldavenues.biz,+974 4458-1695  (p) +974 4458-1696  (f),P.O. BOX 55863 001 Doha / Qatar Doha Qatar
World Avenues SA,http://www.world-avenues.ch,+41 227721380  (p) +41 229069410  (f),"14, Rue Ferrier Geneva Geneva 1202 Switzerland"
World Avenues Travel & Tours Sdn.Bhd,http://worldavenues.com.my,+60 60321611566  (p) +60 60321643088  (f),"Cr No.503979-H Suite 3.08, 3Rd Floor North Block .The Ampwalk 218, Jalan Ampang Kuala Lumpur Malaysia"
World Avenues Worldwide FZC,http://worldavenues-uae.com,+971 4 4572297  (p) +971 4 4572292  (f),"Unit No.1903, Tiffany Tower Plot No. W2 Jumeirah Lakes Towers Dubai United Arab Emirates"
World Net Hotels,,+961 1511599  (p) +961 1511595  (f),Sin El Fil Highway civil defense street bambouk building 1st floor Beirut 90-1620 Lebanon
WORLD OF WONDERS,http://www.wowhotelsistanbul.com,+90 2124685000  (p) +90 2124650744  (f),"Yeşilkoy Mah. Ataturk Cad. No: 15-17-19 Bakırkoy, Istanbul 34149 Turkey"
World Sightseeing Tour LLC,http://cstbilisi.com/index.php,+995 322438808  (p) +995 322438088  (f),Kote Abkhazi str. 44 Tbilisi 0105 Georgia
World Travel Services,http://www.wts-travel.com/,+971 44522281  (p) +971 43699343  (f),2402 24th Floor Mazaya BB2 Jumeirah Lakes Towers Sheikh Zayed Road Dubai 20860 United Arab Emirates
World Traveller (Hot Media),http://www.hotmediapublishing.com,+971 43690917  (p) +971 43697594  (f),PO Box 502565 1604 Al Shatha Tower Dubai Media City Dubai United Arab Emirates
Worldwide DMC,http://www.wwdmc.com/,+44 2085698080  (p) +44 2085697989  (f),223 Twickenham Road Isleworth London TW7 6DH United Kingdom
Worldwide Hotel Link - Albatravel Group,http://www.worldwidehotelink.com,+39 06 45212562  (p),Largo Brancaccio 82 Rome Lazio 00184 Italy
Wosol Al Zaer Est.,http://www.wosoltravel.net,+966 966503508573  (p) +966 966125607559  (f),Makkah Road Abullah Arif St Makkah Makkah 21955 Saudi Arabia
WOW ISTANBUL HOTELS & CONVENTION CENTER,http://www.wowhotelsistanbul.com/WOWCONVENTION-HOTEL/73/ABOUT_ISTANBUL.aspx,+90 2124685000  (p) +90 2124650744  (f),ATATURK STREET N:15-17-19 ISTANBUL 34149 Turkey
Wyndham Dubai Marina,http://www.wyndhamdubaimarina.com,+971 44078888  (p) +971 43999205  (f),Al Seba Street P.O. Box 215373 Dubai United Arab Emirates
Wyndham Grand Istanbul Kalamis Hotel,http://www.wyndhamkalamis.com,+90 216 400 0000  (p) +90 216 400 0044  (f),Fener Kalamış Cd. No:38 istanbul Marmara 34726 Turkey
Wyndham Grand Regency and Ramada Encore Doha,http://www.wyndhamgrandregency.com,+974 44343334  (p) +974 44343506  (f),"Sports Roundabout, Al Sadd District, Jawaan St. P.O. Box 22606 Doha Qatar"
Wyndham Grand Regency and Ramada Encore Doha,http://www.wyndhamgrandregency.com/,+974 9745541689  (p) +974 97444343506  (f),"Sports Roundabout, Al Sadd District, Jawaan St. P.O. Box 22606 Doha Qatar"
Wyndham Hotel Group,http://www.wyndhamhotelgroup.com,+44 2087626626  (p) +44 2087626678  (f),The Triangle 5 Hammersmith Grove London London W6 0LG United Kingdom
X Dubai,http://xdubai.com/,+971 43460003  (p),Dubai Dubai United Arab Emirates
X Dubai Marketing,,"",Dubai Dubai United Arab Emirates
XCLUSIVE TRAVEL,http://www.xclusivetravel.com,+90 +90 242 7102915  (p) +90 +90 242 7102916  (f),ANTALYA Guzeloba Mah. Rauf Denktas Blv. 38/B Muratpaşa ANTALYA <Choose a region> 07100 Turkey
"XCLUSlVE GROUP OF HOTELS, APARTMENTS & RESORTS ",http://www.xclusivehotels.ae,+971 43599925  (p) +971 43552840  (f),Dubai Dubai United Arab Emirates
XML Travelgate SL,http://www.xmltravelgate.com,+34 871968181  (p) +34 +34610883784  (f),"Edificio Europa 1, bajos ParcBIT Palma de Mallorca Islas Baleares 07121 Spain"
YALLA KOREA,http://www.yallakorea.com/,+82 1094404857  (p),Jung Gu Seoul South Korea
Yamsafer Inc.,http://www.yamsafer.com,+970 598959953  (p),Masyoun - Sehwail Bld. Ramallah Palestinian Territories
Yas Island,http://www.yasisland.ae/en/,"",Abu Dhabi Abu Dhabi United Arab Emirates
Yas Island Rotana,https://www.rotana.com/rotanahotelandresorts/unitedarabemirates/abudhabi/yasislandrotana,+971 26564000  (p) +971 25651414  (f),"Golf Plaza, Yas Island Abu Dhabi 131755 United Arab Emirates"
Yas Marina Circuit,https://www.yasmarinacircuit.com/,"",Abu Dhabi Abu Dhabi United Arab Emirates
Yas Viceroy,http://www.viceroyhotelsandresorts.com/en/abudhabi,+971 +97126560722  (p) +971 +97125650187  (f),P.O. Box 131808 Yas Viceroy Abu Dhabi Abu Dhabi United Arab Emirates
Yas Viceroy Abu Dhabi,http://www.viceroyhotelsandresorts.com/en/abudhabi,+971 97126560715  (p) +971 97126560001  (f),P.O. Box 131808 Yas Island Abu Dhabi United Arab Emirates
Yatra Exotic Routes,http://www.yatraexoticroutes.com,+91 1243396413  (p) +91 1243040779  (f),"405, 4th Floor, Tower A Unitech Cyber Park, Sector – 39 Gurgaon NCR Delhi 122001 India"
Yiron Technologies Pvt Ltd.,http://www.yirontechnologies.com,+91 8554011557  (p),"Floor No. 6, Pentagaon Tower 5, Magarpatta City, Hadapsar Pune 411013 India"
YrBooking.com,http://www.yrbooking.com,"","Head Office: UAE, Dubai, Sheikh Rashed Road Dubai 11444 United Arab Emirates"
Zagreb Tourist Board,http://www.infozagreb.hr,+385 1 4898 555  (p) +385 1 4814 340  (f),Kaptol 5 Zagreb 10000 Croatia
Zahara Travels ,http://www.zaharatravel.com/,+968 99320460  (p),P.O.BOX 833 P.C 1120 Muscat P.C 1120 Oman
Zamzam Pullman Madina,http://www.pullmanhotels.com/9245,+966 148210500  (p) +966 148211889  (f),Amr Bin Gmoh Street Madinah Al Munawarah 41499 Saudi Arabia
Zamzam Pullman Makkah,http://www.pullmanhotels.com,+966 125715555  (p) +966 125715999  (f),"Abraj Al Bait Complex, King Abdulaziz Endowment Makkah 21955 Saudi Arabia"
Zaya Nurai Island,http://www.zayanuraiisland.com,+971 25066212  (p),"Nurai Island, PO Box 44235 Abu Dhabi United Arab Emirates"
Zekri Tours,http://www.zekritours.com.eg,+20 +2 02 25798601  (p) +20 +2 02 25798603  (f),15 Midan El Tahrir First floor Cairo Egypt
Zillious Solutions Pvt. Ltd,http://www.zillious.com,+91 11 69000863  (p),"172 Lane no 2, J.P. House, First floor, Saidulajab New Delhi Delhi 110030 India"
ZORLU SHOPPING MALL,http://www.zorlucenter.com.tr,+90 5337473122  (p),"Zorlu Center Projesi, Zincirlikuyu Caddesi, 34340 Beşiktaş/Şişli/İstanbul İstanbul 34335 Turkey"
Zubarah Boutique Hotel Doha,http://www.zubarahhotels.com/,+974 44470000  (p) +974 44470111  (f),"Al Muntazah, Al Rawabi Street, Doha, Qatar Doha Qatar"
Zuri Hotels & Resorts PVT Ltd,http://www.thezurihotels.com,+91 4812527272  (p) +91 4812527282  (f),"The Zuri Kumarakom, Kerala Resort & Spa V-235, A1-A54, Karottukayal Kumarakom, Kottayam 686 563 India"
Zürich Marriott Hotel,http://www.zurichmarriott.com,+41 +41 44 360 70 70  (p),Neumühlequai 42 Zürich 8006 Switzerland
Zürich Tourism,http://www.zuerich.com,+41 41442154000  (p) +41 41442154099  (f),Stampfenbachstrasse 52 Zurich Zurich 8006 Switzerland
Ötztal Tourism,http://www.salesb2b.oetztal.com,+43 57200  (p) +43 57201  (f),Ötztal Tourismus Sölden Tirol 6450 Austria
Ústí Region,http://www.kr-ustecky.cz/EN/,+420 420475657111  (p) +420 420475200245  (f),"Velká Hradební 3118/48, 400 02 Ústí Nad Labem Ústí Nad Labem 400 02 Czech Republic"
